id,client_order_id,symbol,side,order_type,state,quantity,price,stop_price,time_in_force,exchange,strategy_id,created_at,updated_at,filled_at,canceled_at
paper_1_a2614186,71fa3a7a-84a6-438a-bd1d-425e911d7895,BTC/USDT,buy,market,FILLED,0.011825079171861326,,,GTC,paper,paper_trader,2025-09-30 12:13:03.908285+00:00,2025-09-30 12:13:03.908305+00:00,2025-09-30 12:13:03.908307+00:00,
paper_2_a76e0cfe,fcac0b42-6e72-42f8-95d6-b43bc71d2cdd,BTC/USDT,sell,market,FILLED,0.011825079171861326,,,GTC,paper,paper_trader,2025-09-30 12:13:06.917805+00:00,2025-09-30 12:13:06.917917+00:00,2025-09-30 12:13:06.917922+00:00,
