idx,time,equity
294,1752796800000,10258.380189
295,1752883200000,10258.380189
296,1752969600000,10258.380189
297,1753056000000,10258.380189
298,1753142400000,10258.380189
299,1753228800000,10258.380189
300,1753315200000,10258.380189
301,1753401600000,10258.380189
302,1753488000000,10258.380189
303,1753574400000,10258.380189
304,1753660800000,10258.380189
305,1753747200000,10258.380189
306,1753833600000,10258.380189
307,1753920000000,10258.380189
308,1754006400000,10258.380189
309,1754092800000,10258.380189
310,1754179200000,10258.380189
311,1754265600000,10258.380189
312,1754352000000,10258.380189
313,1754438400000,10258.380189
314,1754524800000,10258.380189
315,1754611200000,10258.380189
316,1754697600000,10258.380189
317,1754784000000,10258.380189
318,1754870400000,10258.380189
319,1754956800000,10258.380189
320,1755043200000,10258.380189
321,1755129600000,10258.380189
322,1755216000000,10258.380189
323,1755302400000,10258.380189
324,1755388800000,10258.380189
325,1755475200000,10258.380189
326,1755561600000,10258.380189
327,1755648000000,10258.380189
328,1755734400000,10258.380189
329,1755820800000,10258.380189
330,1755907200000,10258.380189
331,1755993600000,10258.380189
332,1756080000000,10258.380189
333,1756166400000,10258.380189
334,1756252800000,10258.380189
335,1756339200000,10258.380189
336,1756425600000,10258.380189
337,1756512000000,10258.380189
338,1756598400000,10258.380189
339,1756684800000,10258.380189
340,1756771200000,10258.380189
341,1756857600000,10258.380189
342,1756944000000,10258.380189
343,1757030400000,10258.380189
344,1757116800000,10258.380189
345,1757203200000,10258.380189
346,1757289600000,10258.380189
347,1757376000000,10258.380189
348,1757462400000,10258.380189
349,1757548800000,10258.380189
350,1757635200000,10258.380189
351,1757721600000,10258.380189
352,1757808000000,10258.380189
353,1757894400000,10258.380189
354,1757980800000,10258.380189
355,1758067200000,10258.380189
356,1758153600000,10258.380189
357,1758240000000,10258.380189
358,1758326400000,10258.380189
359,1758412800000,10258.380189
360,1758499200000,10258.380189
361,1758585600000,10258.380189
362,1758672000000,10258.380189
363,1758758400000,10258.380189
364,1758844800000,10258.380189
365,1758899008000,10258.380189
